"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"CA2",-1.75754555555555,7.73930337078652,-14.309826758133,1.70592514017966e-38,1.7569950950081e-37,76.4344052529628
"PROC",-1.04741080808081,9.82989662921348,-14.2267018697294,3.86682934618567e-38,3.93925984367396e-37,75.6199027209269
"MMUT",-1.07812232323232,8.09898651685393,-14.2266959441832,3.86705468203287e-38,3.93925984367396e-37,75.6198447223213
"DHTKD1",-1.01266494949495,8.5159011235955,-14.2260081244331,3.89330018688292e-38,3.96289938616444e-37,75.6131124784531
"MTTP",-1.59209898989899,8.7356606741573,-14.1864792469693,5.74185619830711e-38,5.7857853917872e-37,75.2264169953838
"MYLK",-1.06901939393939,8.16155730337079,-14.1700002730396,6.75062521480573e-38,6.78653833275651e-37,75.0653293569828
"ENTPD5",-1.17872050505051,8.5696404494382,-14.1567082495238,7.69165198269765e-38,7.71472693864574e-37,74.935446815948
"SLC37A4",-1.0589701010101,7.7512202247191,-14.14631113588,8.51800652019763e-38,8.53043679084923e-37,74.8338839649729
"GBP2",1.03395252525253,6.71532134831461,14.13572513474,9.45037502903641e-38,9.4424091956786e-37,74.73050508056
"ODC1",1.09385060606061,8.06259325842697,14.1339928908237,9.61235087985565e-38,9.58955188388966e-37,74.7135914401928
"GSTA4",1.26723909090909,7.0505797752809,14.1214349276195,1.08723962599899e-37,1.0797043018584e-36,74.5909989866856
"BAG2",1.22951161616162,5.2230404494382,14.0805755766161,1.62277825263349e-37,1.59935038821528e-36,74.1924125689539
"FBLN5",-1.34066121212121,5.94909213483146,-14.0315634207052,2.62209933890897e-37,2.56293502848831e-36,73.7148797582618
"SRD5A1",-1.30304878787879,7.27315056179775,-14.0134832704951,3.12934268004106e-37,3.03823523492594e-36,73.5388843845824
"ENPP4",1.04856464646465,4.90656404494382,14.0002962982129,3.5599783912929e-37,3.44606965434804e-36,73.410575515705
"MRC1",-1.55243565656566,6.81466516853933,-13.9623068114093,5.15994929992084e-37,4.96535637798287e-36,73.0412015356294
"ADAMTSL3",-1.18695191919192,5.09409213483146,-13.9353332290825,6.7142726130924e-37,6.41843112918708e-36,72.7791738013017
"SLC17A2",-1.73713555555555,7.97317303370787,-13.9135142447809,8.30687600153204e-37,7.9234349805396e-36,72.5673644599445
"TMED3",1.19845909090909,4.99090337078652,13.905453335141,8.98617046767369e-37,8.55885147757467e-36,72.4891456292317
"AASS",-1.3253595959596,5.15105617977528,-13.898241866709,9.64068391478571e-37,9.16884592012333e-36,72.4191844667268
"AIDA",1.09832171717172,6.00225393258427,13.8850416154405,1.09643167423827e-36,1.04125073564405e-35,72.2911609751965
"LIPC",-1.47420383838384,8.01578876404494,-13.8737794902366,1.22358860856328e-36,1.16031795396776e-35,72.1819725398201
"ABCC4",1.04797676767677,4.64672134831461,13.8457126103574,1.60816516009628e-36,1.51509143948666e-35,71.9100116700705
"MYO10",-1.28610747474748,5.69755730337079,-13.8223863877317,2.01793164053244e-36,1.88480019060906e-35,71.684153229874
"PIPOX",-1.52297686868687,9.91171460674157,-13.8064157996664,2.3570033540355e-36,2.18739976749244e-35,71.5296040865956
"CAPG",1.07737434343434,4.19189438202247,13.8001824721681,2.50425850416604e-36,2.32240587736991e-35,71.4693028741879
"ADI1",-1.03474040404041,10.3411348314607,-13.7447065394535,4.29249066229305e-36,3.94431189187027e-35,70.9331106157777
"PIR",1.30946101010101,5.90934157303371,13.7098289652872,6.02078409007787e-36,5.48602402169988e-35,70.5964543688667
"ACSL5",-1.43601969696969,8.28200898876404,-13.6924667857211,7.12437770237877e-36,6.46449275304918e-35,70.4289950879362
"STK17A",1.01844474747474,4.99673033707865,13.6745027500335,8.47882748375328e-36,7.66681217480298e-35,70.2558218079499
"ABCG2",-1.50400444444445,6.41034831460674,-13.6543498734054,1.03059422508496e-35,9.28033018016769e-35,70.0616585780318
"NDRG1",1.26533292929293,8.34819325842697,13.5870513588853,1.97580743162906e-35,1.7585360478506e-34,69.4141220534474
"FMO2",-1.0406597979798,4.97851460674157,-13.5720829403017,2.28315868642484e-35,2.02655589600364e-34,69.2702775738877
"SLC1A2",-1.21386111111111,5.2042,-13.5644989064791,2.45663083411678e-35,2.17756692359271e-34,69.1974211044788
"PKM",1.42223494949495,5.96653483146067,13.5594307210537,2.57982009020106e-35,2.282108151705e-34,69.1487426971743
"PRG4",-1.08837222222223,5.41804943820225,-13.5579374667693,2.6172765546867e-35,2.31367247434304e-34,69.1344018757402
"PLPP3",-1.20741808080808,7.68432134831461,-13.5256985895446,3.57220870257922e-35,3.14291695498856e-34,68.8249483973131
"COCH",1.45481232323232,4.52602471910112,13.5205319864811,3.75468687077096e-35,3.30123817316133e-34,68.7753839203491
"SLCO1B1",-1.53317212121212,8.42974606741573,-13.4607590151291,6.67801151418975e-35,5.81272310637651e-34,68.2025441268897
"ACSM2A",-1.7924497979798,9.09694606741573,-13.4400983804,8.14665937751284e-35,7.0674844726141e-34,68.0047893115786
"CCL21",-1.1317497979798,5.32050786516854,-13.4384805991082,8.27441500550429e-35,7.17354370058314e-34,67.9893100092554
"PDGFA",1.25934545454545,4.64280224719101,13.3984014929043,1.21631727561662e-34,1.04545556735433e-33,67.6060758885106
"DAO",-1.38980090909091,6.77993258426966,-13.3788951424203,1.4669008592514e-34,1.25587132657774e-33,67.4197331873421
"CCL19",-1.78668252525253,6.49953483146067,-13.3710873712449,1.58106711365971e-34,1.35006772069476e-33,67.3451785475015
"SLC38A4",-1.72197131313131,9.47084943820225,-13.3619895196043,1.72531350837523e-34,1.47131215406832e-33,67.2583286496769
"PLG",-1.54070393939395,11.0580696629213,-13.3402790401552,2.12475395452252e-34,1.80604086134414e-33,67.0511782327013
"SPON2",1.19952616161616,8.31882471910112,13.3168947057359,2.65860131112478e-34,2.24808706198158e-33,66.8282182950251
"SLC17A3",-1.44651,6.36316853932584,-13.2987101140401,3.16448199889924e-34,2.67065895039788e-33,66.6549520138736
"ASGR1",-1.02042121212121,9.54761123595506,-13.2977222457319,3.19455961974421e-34,2.69429902211156e-33,66.6455423357028
"TTR",-1.68530575757576,12.0246382022472,-13.2623831198098,4.48017905128169e-34,3.76641229204784e-33,66.3091274803919
"ADCY1",-1.4245196969697,4.91632359550562,-13.2339286155977,5.88090312224013e-34,4.92809099041704e-33,66.0385335610069
"G6PD",1.16244090909091,4.74371011235955,13.2305045928423,6.07650656085575e-34,5.08546656270848e-33,66.0059891441113
"TPD52L1",-1.19247424242424,7.55000449438202,-13.217798898281,6.8607225994304e-34,5.71975460191643e-33,65.8852569849824
"ATP1B3",1.23538030303031,7.39471685393258,13.2081002739228,7.52653176488018e-34,6.26682296821665e-33,65.7931326757765
"RORA",-1.01996333333333,6.05503820224719,-13.1714496941057,1.06779824023722e-33,8.81761954050231e-33,65.4452669580118
"PNMA1",1.09735494949495,5.40226966292135,13.1666735022001,1.11755855819527e-33,9.2168539154384e-33,65.3999653645798
"ITIH1",-1.29716838383838,10.4423056179775,-13.1579277138187,1.21474154393668e-33,9.99937815113027e-33,65.3170313455008
"NT5DC2",1.07036818181818,4.25942921348315,13.1451528630113,1.37202489334076e-33,1.12585478818567e-32,65.195934346776
"HLF",-1.55447454545455,7.54318426966292,-13.1134612684525,1.85543336197882e-33,1.51206222542762e-32,64.8957433540385
"FADS1",1.69025666666667,6.83607415730337,13.1092283884194,1.93171536929314e-33,1.57324401625317e-32,64.8556726628136
"RUNDC3B",-1.21261626262626,5.39661123595506,-13.1019466316814,2.0703251651957e-33,1.68192958436054e-32,64.7867530882913
"PSD3",-1.33392262626263,5.93366292134831,-13.0947587943668,2.21686229849277e-33,1.79873475482559e-32,64.7187390766557
"ACY1",-1.04393414141415,9.14100449438202,-13.0337185892479,3.95978216347757e-33,3.17732920797441e-32,64.1418233084495
"STK39",1.11260575757576,4.57089438202247,13.0333617792965,3.97321856240708e-33,3.18614986686506e-32,64.13845448918
"RAB26",-1.22744727272727,5.63990786516854,-13.0086759483808,5.02205704262246e-33,4.02474503864501e-32,63.905483660168
"SGCE",1.64960414141414,6.42248314606742,12.9788584476503,6.66280962729497e-33,5.31029185393026e-32,63.6243476261495
"SOCS2",-1.08005434343434,4.36435056179775,-12.9773215600071,6.76055413659771e-33,5.38161571349802e-32,63.6098648632573
"CCT2",1.05143333333333,6.89592359550562,12.9722121564073,7.095893777857e-33,5.64511037031589e-32,63.5617222826772
"PXMP2",-1.07819898989899,8.06159775280899,-12.9384002826209,9.77345879809423e-33,7.7140514084958e-32,63.2433509800154
"ASPN",-1.51927070707071,7.29061123595506,-12.9262413846848,1.09650054887219e-32,8.6388342336825e-32,63.1289552658202
"ACOX2",-1.30685363636364,8.75804494382023,-12.9198107414753,1.16526248143891e-32,9.16949758327217e-32,63.0684729719517
"TMEM45A",-1.77643171717172,7.40283146067416,-12.9186503497004,1.17812030107743e-32,9.2650848044322e-32,63.057560565427
"AOX1",-1.87350202020202,9.12251460674157,-12.9064932552025,1.32162710857709e-32,1.03624148338765e-31,62.9432611805898
"SERPINI1",1.16913787878788,4.38393258426966,12.8818798237254,1.66767814109453e-32,1.30052962211313e-31,62.7119990893741
"S100P",2.62743484848485,5.23171011235955,12.8178563503638,3.05094244068107e-32,2.35252740887288e-31,62.1113962652499
"CRYL1",-1.12634292929293,8.34073258426966,-12.7757766306235,4.53446368650628e-32,3.47384676899855e-31,61.71739803858
"GJA1",1.17429282828283,5.88176629213483,12.7248578814119,7.31852729856229e-32,5.54803938639266e-31,61.2414423119343
"ABCB4",-1.74882151515151,8.52713258426966,-12.7177552701063,7.82335731061985e-32,5.91698120494039e-31,61.1751220075151
"FMO4",-1.25705585858586,7.03352359550562,-12.6974387617894,9.46711165831322e-32,7.13123448369417e-31,60.985513065034
"PDGFC",-1.12278363636364,7.26236404494382,-12.6879651423099,1.03470828815665e-31,7.78060055898186e-31,60.8971466128318
"GPLD1",-1.02603191919192,6.31905617977528,-12.6439084611606,1.56370216264067e-31,1.16642520015284e-30,60.4866089937472
"PLPPR1",1.31641545454546,6.08150786516854,12.6270832637893,1.83048672633156e-31,1.36231258131491e-30,60.3300026169844
"ALDH1L1",-1.75670070707071,8.19011235955056,-12.5720758079074,3.06152021116694e-31,2.26427464738546e-30,59.8186907811928
"CUX2",-1.58469696969697,6.81651235955056,-12.5706106001063,3.1037073512998e-31,2.29287479623785e-30,59.805085700619
"TCEAL9",1.37165151515152,6.86741348314607,12.5233389525005,4.8246481000155e-31,3.54326798998205e-30,59.3665541802311
"SYPL1",1.12100747474747,6.51446516853933,12.5141053826876,5.2583388389856e-31,3.8540461001424e-30,59.2809880609229
"HP",-1.47555626262627,12.5253640449438,-12.5122557126847,5.34977565166749e-31,3.91666056833758e-30,59.2638510798826
"HYAL1",-1.03503464646465,9.23822696629214,-12.4595493971315,8.73894941918576e-31,6.32688292486192e-30,58.7760449403319
"EFHD1",-1.21698494949495,6.13939325842697,-12.4558880632379,9.04166684466081e-31,6.53878502426691e-30,58.7421955149942
"MMD",1.08771626262626,7.10773707865169,12.4515572284555,9.413246982116e-31,6.79243649141176e-30,58.702162684797
"SMC3",1.03058666666666,5.75648314606742,12.4438397849614,1.01134841382478e-30,7.28964730119474e-30,58.6308418212133
"HOMER1",1.06177747474748,4.24706741573034,12.361192492332,2.17790024973829e-30,1.53833376794894e-29,57.8684024199755
"SERPINA10",-1.09558616161616,9.55042921348315,-12.3497654778074,2.42111367219454e-30,1.70642709036457e-29,57.7631806598212
"ANO1",-1.6051201010101,6.42622696629213,-12.3418504987826,2.60525120577946e-30,1.83422626739516e-29,57.6903262015619
"INAVA",1.29283828282828,4.7911595505618,12.3325891566678,2.83848610435352e-30,1.99305440574397e-29,57.6051080287657
"EDNRB",-1.1257598989899,6.09779101123596,-12.32473172962,3.0525916291457e-30,2.13648643330278e-29,57.532832577184
"PLAAT3",-1.04649141414141,7.08738876404494,-12.3056303132123,3.64253874005698e-30,2.53984292147609e-29,57.35722524498
"TRIM16",1.37462050505051,4.87431011235955,12.2349969634024,6.99292516613248e-30,4.81927860682883e-29,56.7090313960303
"PLP2",1.18706494949495,5.98927865168539,12.2133392882542,8.53793123788744e-30,5.85926765320075e-29,56.5106521501395
"CDHR5",-1.14928252525253,6.83981573033708,-12.2126795972996,8.58998029002379e-30,5.89188600744977e-29,56.5046122792721
"VSIG4",-1.14122353535354,4.92383595505618,-12.2099703592824,8.80707056086514e-30,6.0344399917562e-29,56.4798092653648
"TPD52",1.21272707070707,5.41585842696629,12.1961480221982,1.00026399987435e-29,6.84283436220443e-29,56.353308767118
"RBP1",-1.49212505050505,6.96898202247191,-12.1799008205571,1.1616015297548e-29,7.9174711690919e-29,56.2047076150623
"SLC27A2",-1.43022474747474,8.79536629213483,-12.1454874086562,1.59394435661327e-29,1.0796592449808e-28,55.8902810145454
"FMO3",-1.84079272727273,9.79693483146067,-12.1317869775914,1.80770379964633e-29,1.22127719396832e-28,55.7652279053814
"HPR",-1.54261818181818,12.8716426966292,-12.0894800331115,2.66506499991705e-29,1.7829544655679e-28,55.3795126165941
"OAT",-1.7933394949495,8.85733258426966,-12.0875795650495,2.71190077144197e-29,1.81335764917086e-28,55.3622018845069
"ASNS",1.30792343434343,4.57215505617978,12.0862577674253,2.74495786100515e-29,1.83452104303671e-28,55.3501628804874
"HSD17B2",-1.35396303030303,8.47074831460674,-12.0705363539578,3.17028706382577e-29,2.11012623916407e-28,55.2070224920411
"SPARC",1.03104181818182,8.85283146067416,12.0560252292142,3.62084095014187e-29,2.40143159455238e-28,55.0749853438336
"LIPG",-1.20957151515152,6.42433707865169,-12.0513447516629,3.7793439150007e-29,2.50528039185024e-28,55.0324147320881
"DPYS",-1.50600797979798,10.1440943820225,-11.9780410883332,7.38519490313452e-29,4.8560542784655e-28,54.3667912596224
"F12",-1.22522747474748,10.4617393258427,-11.9706446594327,7.90077214222596e-29,5.18460835241491e-28,54.2997443720062
"SULT2A1",-1.77460484848485,9.43154606741573,-11.9427336974491,1.01901863845819e-28,6.66348246081058e-28,54.0469295933663
"PCSK6",-1.05346838383839,8.71402471910112,-11.9381863619586,1.06212321808267e-28,6.93491469232849e-28,54.0057690178831
"UGT2B15",-1.74971505050505,10.1660898876404,-11.9191174884659,1.26353886046752e-28,8.20891041436769e-28,53.8332535164051
"CPS1",-1.95953040404041,11.6010943820225,-11.8656710163982,2.05416314241113e-28,1.32792430411e-27,53.3504850073985
"NEAT1",-1.28129656565656,6.49649887640449,-11.8645281074797,2.0755956265213e-28,1.34111453786974e-27,53.340173682568
"MME",-1.35102575757576,4.59285617977528,-11.8620585302569,2.12266960323534e-28,1.37085135991013e-27,53.3178949173698
"ALDH4A1",-1.06462393939394,7.95638426966292,-11.8491909598759,2.38568772752844e-28,1.53614727304905e-27,53.2018518764685
"HSD17B6",-1.81700494949495,10.5435123595506,-11.8340999367578,2.73574286374056e-28,1.75720941873464e-27,53.0658406968054
"FGA",-1.13140313131313,11.9202831460674,-11.8226066005063,3.03623578143128e-28,1.94542891174852e-27,52.9623150784876
"ALDH5A1",-1.01543151515152,8.95139775280899,-11.8147668656043,3.25983154183011e-28,2.08459752201681e-27,52.8917292035515
"TUBB2A",1.03279727272727,9.13052359550562,11.81443019484,3.26979229545026e-28,2.08994224217529e-27,52.8886985006923
"CD163",-1.27273898989899,6.64213483146067,-11.8077352235649,3.474281783141e-28,2.21847013566971e-27,52.8284398888063
"TSKU",-1.09934555555555,7.93950112359551,-11.7838926448357,4.31145883736437e-28,2.73962533042856e-27,52.6139880996354
"SELENBP1",-1.05538424242424,9.27846966292135,-11.7830051563002,4.34622653243205e-28,2.75902861520845e-27,52.606009978867
"OTC",-1.6573103030303,8.61999775280899,-11.78250646391,4.36588528989727e-28,2.76881217387989e-27,52.6015270979732
"CYP1A1",-1.55499262626263,5.74043595505618,-11.7766030281865,4.60543644899834e-28,2.91647818642493e-27,52.5484670789085
"ZBTB16",-1.27536121212121,6.75540898876404,-11.7326388954472,6.85247035910167e-28,4.31222784808526e-27,52.1537577721635
"PDK4",-1.41034191919192,5.96069213483146,-11.7257073261978,7.29501196785283e-28,4.58629031093698e-27,52.0915972417696
"NR0B2",-1.05934282828283,7.74700449438202,-11.7041006256193,8.86529664814366e-28,5.56278166482893e-27,51.8979584619077
"SINHCAF",1.02898161616161,6.54509887640449,11.6910278008166,9.97426394040428e-28,6.24661035153369e-27,51.7808918668052
"HABP2",-1.35676606060606,9.09446741573034,-11.6748611092732,1.15382989828444e-27,7.20190906832492e-27,51.6362157720387
"VNN2",1.2703397979798,5.28901573033708,11.6597007539745,1.32258529091978e-27,8.22766679785446e-27,51.5006420244332
"ANGPTL4",-1.23565202020202,7.30017303370786,-11.6159018740006,1.96095047467486e-27,1.21409464574005e-26,51.1094913969499
"CCL16",-1.34324464646465,7.9336404494382,-11.5592318786555,3.26043050084554e-27,2.00342852500118e-26,50.6045637194291
"SOX4",1.30969686868687,4.88464719101124,11.5579201314587,3.29897729382309e-27,2.02425246748985e-26,50.5928918072665
"SLC47A1",-1.14577868686869,8.71211460674157,-11.5475281545364,3.6208180230612e-27,2.22068890887559e-26,50.5004493205541
"UPB1",-1.57767696969697,8.92196179775281,-11.5406303629135,3.85150328325728e-27,2.35662840499257e-26,50.439114323373
"NEB",1.38535636363636,4.74322471910112,11.5297234597422,4.24645917602745e-27,2.594638294106e-26,50.3421707513813
"KDELR3",1.20548292929293,5.99438202247191,11.5281247022644,4.30764373598837e-27,2.62955836486669e-26,50.3279647110253
"ID4",-1.09461878787879,4.87218651685393,-11.5220735511796,4.54726896278011e-27,2.77323854095836e-26,50.2742057821022
"HRG",-1.63930090909091,12.0182808988764,-11.4862116090108,6.26546473227188e-27,3.79978579739968e-26,49.9559189187339
"ENPP2",1.50455969696969,8.12354606741573,11.4700455647791,7.23817021107469e-27,4.37951282516023e-26,49.8126158194877
"GREM2",-1.21336929292929,4.83351685393258,-11.4436944326358,9.1556961394e-27,5.509050390477e-26,49.5792629067671
"TOX3",1.26652939393939,5.16195730337079,11.4345636620333,9.93178616778026e-27,5.97051912594222e-26,49.4984734553609
"COL4A2",1.15467363636364,7.51131011235955,11.4091627635459,1.24522998112743e-26,7.44796042381678e-26,49.2739105582383
"APOA1",-1.32816454545454,12.5492606741573,-11.3257158768146,2.61279618426611e-26,1.54085253037747e-25,48.5381086349598
"CRISPLD2",-1.06225474747475,6.21316853932584,-11.3201697563385,2.74442915900833e-26,1.61774917741002e-25,48.4893106467048
"PPARGC1A",-1.23365151515152,6.37056179775281,-11.3137675575912,2.90460095554763e-26,1.70753344722207e-25,48.4329968185091
"NR4A2",-1.01148363636364,4.9529393258427,-11.2936851061635,3.46985374880591e-26,2.03432657512052e-25,48.2564657480919
"CFTR",-1.01840656565657,4.47717078651685,-11.2719291449425,4.20617618938411e-26,2.45718330346682e-25,48.0654203365949
"G6PC1",-1.46304292929293,9.03259101123595,-11.2716554587751,4.216365781705e-26,2.46203284494633e-25,48.0630183221412
"CYP2D6",-1.63677343434344,9.91942247191011,-11.2615936406804,4.60851589295373e-26,2.68981373000106e-25,47.9747330034416
"LGALS3",1.32953272727273,7.86346292134831,11.2550291944912,4.88369997609746e-26,2.84279303519352e-25,47.9171582924386
"ANGPTL3",-1.24988606060606,9.63390786516854,-11.2326033156593,5.95301907599777e-26,3.45611517927986e-25,47.7206090483395
"BHMT2",-1.01214515151516,9.92177303370786,-11.2080018693577,7.39537293809534e-26,4.27240884979287e-25,47.5052441225311
"NPC1L1",-1.13821323232323,5.51969438202247,-11.1996710114143,7.95868822834752e-26,4.59174052254085e-25,47.4323743708496
"GABRE",1.15119555555556,5.00566516853933,11.1971966715401,8.13407302566236e-26,4.6908526396113e-25,47.4107372442877
"AFP",2.62124131313131,5.66088764044944,11.1398265352717,1.34734672154717e-25,7.69179242655583e-25,46.9098113170547
"IGLC1",-2.06579555555555,8.56169662921348,-11.0594246687802,2.72643943208147e-25,1.53431349826976e-24,46.2102317115142
"CES2",-1.15918717171718,9.59451685393258,-11.0585118034718,2.74830164282857e-25,1.54528267015273e-24,46.2023053486117
"VNN1",-1.75752888888889,9.02316179775281,-11.0523635089834,2.9001566720987e-25,1.62764518347459e-24,46.1489297197963
"ADGRG6",-1.08027898989899,8.03694606741573,-11.0119560847165,4.1280764584599e-25,2.30320876944196e-24,45.7985590850148
"IGLC2",-1.56544494949495,6.63090561797753,-11.0036612538806,4.4379650670836e-25,2.47187639938928e-24,45.7267257450272
"SORD",-1.12600797979798,8.20262921348315,-10.931450938535,8.32320410606709e-25,4.59078926983963e-24,45.1026963621293
"IGHG3",-2.47401353535354,10.0697033707865,-10.9257154294883,8.74862123485616e-25,4.82135554865974e-24,45.0532324441034
"ABCG5",-1.18520343434344,9.35809438202247,-10.9132460632292,9.74953842647609e-25,5.36162933542057e-24,44.9457464043817
"HIC2",1.00267797979798,4.81126292134831,10.8717105067599,1.3978839767509e-24,7.62317405807405e-24,44.5882219637074
"MMP9",1.04037373737374,4.78001348314607,10.8680504036446,1.44292774511653e-24,7.85895357918729e-24,44.556754889084
"TFR2",-1.21721656565656,7.29049887640449,-10.8481293006662,1.71460611012572e-24,9.31531211247051e-24,44.385594751366
"SPP1",2.05298,7.46792359550562,10.841511676693,1.81566145551345e-24,9.84792417572376e-24,44.3287771968115
"LYZ",1.37659585858586,9.29441797752809,10.674380143316,7.66088810353897e-24,4.0474197723681e-23,42.9005645969432
"VIL1",1.30141393939394,5.40959101123596,10.5587590564878,2.05845853651119e-23,1.06382246760085e-22,41.9202288579382
"KCNJ8",-1.09329151515152,6.57493033707865,-10.5566542514097,2.09571096977732e-23,1.08221684494758e-22,41.9024416225765
"ARG1",-1.35601787878788,10.9563775280899,-10.5057800339638,3.23091696018462e-23,1.65597194354745e-22,41.4731632068938
"APOC3",-1.03134626262627,12.7751146067416,-10.4819614345856,3.95511653586645e-23,2.01369638856551e-22,41.2726104072993
"AUTS2",-1.01454646464646,7.62121797752809,-10.4476008611403,5.2924998160485e-23,2.6820406180123e-22,40.983778997489
"COL6A2",-1.06140505050505,6.14996179775281,-10.4331421304279,5.98161998609313e-23,3.02420872426011e-22,40.8624121979388
"HMGCS2",-1.1699601010101,11.4640516853933,-10.4096634993352,7.29534948573813e-23,3.67984765742899e-22,40.6655497174997
"CYP3A5",-1.10456787878787,10.4116651685393,-10.3997450347333,7.93300980889985e-23,3.99530764381016e-22,40.5824669213062
"PSPHP1",1.29927666666667,7.13568764044944,10.388991682571,8.68700274319469e-23,4.36829266365274e-22,40.492445132271
"BAAT",-1.29257878787879,9.63289438202247,-10.3757883848058,9.71074757567262e-23,4.86619668098368e-22,40.3819912823891
"TM4SF1",1.09322818181818,8.16068764044944,10.374150476873,9.84582555768756e-23,4.93009675294501e-22,40.3682951342573
"CPN1",-1.01616717171717,7.69273033707865,-10.3730637438627,9.93647643761916e-23,4.97357835969736e-22,40.359208626599
"APCS",-1.45897787878788,11.1141191011236,-10.3495019565154,1.21190596552706e-22,6.04053588857314e-22,40.1623443747169
"ATF5",-1.39245737373738,8.73893033707865,-10.3307675266646,1.41890704851994e-22,7.05342318172e-22,40.0060094176368
"LCN2",1.55115232323232,6.17583595505618,10.2419715183108,2.98912753212354e-22,1.47131875769569e-21,39.2673959385753
"COL5A2",1.07813393939394,6.35589662921348,10.2290534444562,3.33028060141876e-22,1.63615406035792e-21,39.1602702387211
"PHLDA1",-1.42542747474748,6.84031460674157,-10.1299818977196,7.60775083607815e-22,3.691021856785e-21,38.3414947824429
"DKK1",1.7882202020202,4.65064719101124,10.1109673300519,8.90990315481148e-22,4.31561022420456e-21,38.1849181175121
"SLC6A8",1.14488434343434,4.91987865168539,10.0902172772348,1.05843177617748e-21,5.10388015147121e-21,38.0142608674887
"MMP12",1.21158363636364,4.02833483146067,10.077111981761,1.17991389586526e-21,5.67708387017973e-21,37.9065907395305
"CES1",-1.21398848484848,11.6804674157303,-10.0599000592971,1.36071556049356e-21,6.52293021811599e-21,37.7653151570535
"SLC2A2",-1.21552595959597,10.1270764044944,-10.0502286333561,1.47411139592971e-21,7.05096789857941e-21,37.6859987383429
"ELOVL2",1.05664040404041,7.37363820224719,10.0299129430905,1.74375835112595e-21,8.30418741429189e-21,37.5195441918605
"MGLL",-1.04159646464646,7.72379101123595,-9.95685269576091,3.18496089724715e-21,1.49599081913565e-20,36.9226945749179
"CA12",1.04654555555555,4.00300224719101,9.94741386773103,3.44204975748345e-21,1.6132597695121e-20,36.8457881860168
"MEP1A",1.11704777777778,4.19964943820225,9.94570092471734,3.4908662865622e-21,1.63496427839384e-20,36.8318363153662
"GSTA2",-1.55845525252525,11.1317033707865,-9.84842998127868,7.74760402014163e-21,3.56335128108031e-20,36.0420865257814
"MUC13",1.02419848484848,4.43132134831461,9.81938027881512,9.82106239462729e-21,4.49479931777976e-20,35.8071953696088
"MAGED4B",1.06854565656566,4.20092134831461,9.77876646927868,1.36719096659456e-20,6.2222698127143e-20,35.4795484929512
"AKR1C4",-1.37984181818182,9.29140898876405,-9.77466317076795,1.4135910254996e-20,6.42223462769663e-20,35.4464944188203
"PPP1R1A",-1.32396686868687,7.87948764044944,-9.73697494140284,1.91988797816824e-20,8.65908659541188e-20,35.1433175075736
"RHEX",1.15204464646465,4.60248539325843,9.72587980525136,2.10065355926499e-20,9.43846373509864e-20,35.0542091879189
"HAL",-1.49079070707071,9.43661123595506,-9.72371832508369,2.13778580115169e-20,9.60199416507641e-20,35.036857379619
"ZEB1",-1.11040848484849,8.1683393258427,-9.62497728723208,4.74736732077718e-20,2.09833635578351e-19,34.2468721513272
"CDO1",-1.14523383838384,9.99867191011236,-9.46364922694268,1.72864131550964e-19,7.43886274354134e-19,32.9675767001665
"CPS1-IT1",-1.13559828282829,5.32914382022472,-9.42431937305073,2.36377552847753e-19,1.00920985971901e-18,32.657875225469
"UGT1A6",-1.19962636363636,10.7446337078652,-9.41824712810835,2.4805947599873e-19,1.05804628967859e-18,32.6101362086442
"CYP3A7-CYP3A51P",-1.15587171717172,10.873197752809,-9.39497162173303,2.98384771926966e-19,1.26896250526931e-18,32.4273383618668
"UGT1A1",-1.18315080808081,10.7895640449438,-9.33028298519808,4.97798799212781e-19,2.09110777800756e-18,31.9208886724587
"LUM",-1.65683373737374,7.20799325842697,-9.32260275103527,5.2890486525602e-19,2.21820216727991e-18,31.8609160182982
"PRODH",-1.1163103030303,6.26293707865169,-9.31827797646221,5.47260804230602e-19,2.29371058385176e-18,31.8271597802148
"UGT1A10",-1.27200282828283,10.7699797752809,-9.31772948851078,5.49633451737521e-19,2.30291470989895e-18,31.8228794114933
"UGT1A9",-1.18167252525253,10.7993887640449,-9.26257169902818,8.48483806512647e-19,3.52561515395743e-18,31.3932998197106
"IGKV1D-39",-1.40762888888889,6.70357752808989,-9.24269264747368,9.91802365747278e-19,4.10543207840596e-18,31.23890089783
"IGFBP1",-1.1363604040404,11.0700539325843,-9.10857600674027,2.82625904505229e-18,1.14445936920611e-17,30.2031346585966
"SH3YL1",-1.03982939393939,6.45936629213483,-9.05573354124694,4.25783645353378e-18,1.70561995445859e-17,29.7978876248669
"C4BPA",-1.01316404040404,11.5391078651685,-9.03115117015146,5.14930819265713e-18,2.05515241885694e-17,29.6099197344058
"MAGEA6",1.32357444444444,4.23637303370787,8.97285328048315,8.07127580234405e-18,3.1988256895673e-17,29.1655603728831
"MAGEA3",1.45912434343434,4.38036404494382,8.95842200863352,9.01841423280977e-18,3.56877399640688e-17,29.0558700626363
"ECHDC3",-1.07315191919192,7.24063146067416,-8.9165093336471,1.24390319381136e-17,4.87797105085903e-17,28.7379931771894
"SOBP",1.02183212121212,5.11641123595506,8.85791446306671,1.9466532268283e-17,7.55204148307475e-17,28.2953379938306
