"","x"
"933","ENSG00000158714.10"
"934","ENSG00000272668.1"
"935","ENSG00000213085.9"
"936","ENSG00000279430.1"
"937","ENSG00000158710.14"
"938","ENSG00000162723.9"
"939","ENSG00000018625.14"
"940","ENSG00000132681.16"
"941","ENSG00000227741.1"
"942","ENSG00000162734.12"
"943","ENSG00000228606.2"
"944","ENSG00000162735.18"
"945","ENSG00000122218.14"
"946","ENSG00000202078.1"
"947","ENSG00000162736.15"
"948","ENSG00000162739.13"
"949","ENSG00000234425.1"
"950","ENSG00000066294.14"
"951","ENSG00000117091.9"
"952","ENSG00000026751.16"
"953","ENSG00000179914.4"
"954","ENSG00000158764.6"
"955","ENSG00000158769.17"
"956","ENSG00000270149.5"
"957","ENSG00000215845.10"
"958","ENSG00000158773.14"
"959","ENSG00000186517.13"
"960","ENSG00000143256.4"
"961","ENSG00000158793.13"
"962","ENSG00000158796.16"
"963","ENSG00000143222.11"
"964","ENSG00000158864.12"
"965","ENSG00000158869.10"
"966","ENSG00000158874.11"
"967","ENSG00000158887.15"
"968","ENSG00000188931.3"
"969","ENSG00000143226.13"
"970","ENSG00000273112.1"
"971","ENSG00000173110.7"
"972","ENSG00000203747.10"
"973","ENSG00000162747.9"
"974","ENSG00000072694.20"
"975","ENSG00000132185.16"
"976","ENSG00000241347.3"
"977","ENSG00000081721.11"
"978","ENSG00000118217.5"
"979","ENSG00000198929.12"
"980","ENSG00000171722.12"
"981","ENSG00000198574.5"
"982","ENSG00000117143.13"
"983","ENSG00000162733.16"
"984","ENSG00000185860.13"
"985","ENSG00000143248.12"
"986","ENSG00000143228.12"
"987","ENSG00000185630.18"
"988","ENSG00000269887.1"
"989","ENSG00000233693.1"
"990","ENSG00000271917.1"
"991","ENSG00000238022.1"
"992","ENSG00000237463.5"
"993","ENSG00000143198.12"
"994","ENSG00000143149.12"
"995","ENSG00000143183.16"
"996","ENSG00000224358.1"
"997","ENSG00000143179.14"
"998","ENSG00000234142.1"
"999","ENSG00000152382.5"
"1000","ENSG00000143195.12"
"1001","ENSG00000143194.12"
"1002","ENSG00000143167.11"
"1003","ENSG00000143190.21"
"1004","ENSG00000272033.1"
"1005","ENSG00000143162.7"
"1006","ENSG00000198771.10"
"1007","ENSG00000143199.17"
"1008","ENSG00000143164.15"
"1009","ENSG00000143155.12"
"1010","ENSG00000213064.9"
"1011","ENSG00000143178.12"
"1012","ENSG00000228697.2"
"1013","ENSG00000283255.1"
"1014","ENSG00000143185.3"
"1015","ENSG00000143196.4"
"1016","ENSG00000203601.3"
"1017","ENSG00000143153.12"
"1018","ENSG00000143156.13"
"1019","ENSG00000117475.13"
"1020","ENSG00000117477.12"
"1021","ENSG00000198734.10"
"1022","ENSG00000174175.16"
"1023","ENSG00000000460.16"
"1024","ENSG00000171806.11"
"1025","ENSG00000000457.13"
"1026","ENSG00000075945.12"
"1027","ENSG00000203740.3"
"1028","ENSG00000231407.5"
"1029","ENSG00000117501.14"
"1030","ENSG00000007933.12"
"1031","ENSG00000094963.13"
"1032","ENSG00000231424.2"
"1033","ENSG00000010932.16"
"1034","ENSG00000117523.15"
"1035","ENSG00000117533.14"
"1036","ENSG00000197959.13"
"1037","ENSG00000233540.1"
"1038","ENSG00000230630.4"
"1039","ENSG00000135845.9"
"1040","ENSG00000180999.10"
"1041","ENSG00000094975.13"
"1042","ENSG00000117560.7"
"1043","ENSG00000224228.2"
"1044","ENSG00000120337.8"
"1045","ENSG00000226375.1"
"1046","ENSG00000117586.10"
"1047","ENSG00000203739.3"
"1048","ENSG00000117592.8"
"1049","ENSG00000162753.11"
"1050","ENSG00000234741.7"
"1051","ENSG00000185278.15"
"1052","ENSG00000117601.13"
"1053","ENSG00000135870.11"
"1054","ENSG00000236535.1"
"1055","ENSG00000152061.23"
"1056","ENSG00000203737.3"
"1057","ENSG00000223525.1"
"1058","ENSG00000229531.5"
"1059","ENSG00000116161.17"
"1060","ENSG00000120333.4"
"1061","ENSG00000206659.1"
"1062","ENSG00000235750.9"
"1063","ENSG00000260990.1"
"1064","ENSG00000224718.1"
"1065","ENSG00000227740.1"
"1066","ENSG00000143207.19"
"1067","ENSG00000236021.1"
"1068","ENSG00000224968.1"
"1069","ENSG00000120341.18"
"1070","ENSG00000254154.8"
"1071","ENSG00000075391.16"
"1072","ENSG00000240021.9"
"1073","ENSG00000213057.5"
"1074","ENSG00000116191.17"
"1075","ENSG00000116194.12"
"1076","ENSG00000116199.11"
"1077","ENSG00000186283.13"
"1078","ENSG00000162779.21"
"1079","ENSG00000243062.5"
"1080","ENSG00000169905.12"
"1081","ENSG00000272906.1"
"1082","ENSG00000135837.15"
"1083","ENSG00000261817.1"
"1084","ENSG00000116260.16"
"1085","ENSG00000143324.13"
"1086","ENSG00000243155.1"
"1087","ENSG00000153029.14"
"1088","ENSG00000162783.10"
"1089","ENSG00000224810.1"
"1090","ENSG00000228918.3"
"1091","ENSG00000203729.8"
"1092","ENSG00000121446.18"
"1093","ENSG00000143333.6"
"1094","ENSG00000261504.1"
"1095","ENSG00000135838.13"
"1096","ENSG00000135829.16"
"1097","ENSG00000135862.5"
"1098","ENSG00000232860.7"
"1099","ENSG00000116698.21"
"1100","ENSG00000116701.14"
"1101","ENSG00000162704.15"
"1102","ENSG00000143344.15"
"1103","ENSG00000198860.11"
"1104","ENSG00000116406.18"
"1105","ENSG00000135842.16"
"1106","ENSG00000121481.10"
"1107","ENSG00000121486.11"
"1108","ENSG00000116668.12"
"1109","ENSG00000279838.1"
"1110","ENSG00000116679.15"
"1111","ENSG00000273004.1"
"1112","ENSG00000047410.13"
"1113","ENSG00000157181.15"
"1114","ENSG00000262180.1"
"1115","ENSG00000073756.11"
"1116","ENSG00000116711.9"
"1117","ENSG00000228215.2"
"1118","ENSG00000150681.9"
"1119","ENSG00000116741.7"
"1120","ENSG00000116750.13"
"1121","ENSG00000116747.12"
"1122","ENSG00000023572.8"
"1123","ENSG00000134371.10"
"1124","ENSG00000162687.16"
"1125","ENSG00000000971.15"
"1126","ENSG00000116785.13"
"1127","ENSG00000244414.6"
"1128","ENSG00000134365.12"
"1129","ENSG00000134389.9"
"1130","ENSG00000143278.3"
"1131","ENSG00000134376.15"
"1132","ENSG00000213047.12"
"1133","ENSG00000151414.14"
"1134","ENSG00000081237.18"
"1135","ENSG00000229989.3"
"1136","ENSG00000231718.1"
"1137","ENSG00000116833.13"
"1138","ENSG00000203721.6"
"1139","ENSG00000230623.4"
"1140","ENSG00000162702.7"
"1141","ENSG00000118193.11"
"1142","ENSG00000118197.13"
"1143","ENSG00000118200.14"
"1144","ENSG00000116852.14"
"1145","ENSG00000234132.2"
"1146","ENSG00000116857.16"
"1147","ENSG00000159176.13"
"1148","ENSG00000224536.2"
"1149","ENSG00000134375.10"
"1150","ENSG00000176393.10"
"1151","ENSG00000143862.7"
"1152","ENSG00000143851.15"
"1153","ENSG00000077157.21"
"1154","ENSG00000159346.12"
"1155","ENSG00000159348.12"
"1156","ENSG00000163444.11"
"1157","ENSG00000159388.5"
"1158","ENSG00000058668.14"
"1159","ENSG00000058673.16"
"1160","ENSG00000257315.2"
"1161","ENSG00000182004.12"
"1162","ENSG00000176754.12"
"1163","ENSG00000261065.1"
"1164","ENSG00000280924.1"
"1165","ENSG00000158615.8"
"1166","ENSG00000198625.12"
"1167","ENSG00000240710.1"
"1168","ENSG00000240219.1"
"1169","ENSG00000117222.13"
"1170","ENSG00000133069.15"
"1171","ENSG00000163545.8"
"1172","ENSG00000158711.13"
"1173","ENSG00000158715.5"
"1174","ENSG00000069275.12"
"1175","ENSG00000117280.12"
"1176","ENSG00000162877.12"
"1177","ENSG00000276600.4"
"1178","ENSG00000196188.10"
"1179","ENSG00000263961.6"
"1180","ENSG00000226780.1"
"1181","ENSG00000266028.7"
"1182","ENSG00000266094.7"
"1183","ENSG00000279946.1"
"1184","ENSG00000143486.15"
"1185","ENSG00000162889.10"
"1186","ENSG00000284486.1"
"1187","ENSG00000136634.5"
"1188","ENSG00000162894.11"
"1189","ENSG00000182795.12"
"1190","ENSG00000123836.14"
"1191","ENSG00000180667.10"
"1192","ENSG00000123843.12"
"1193","ENSG00000196352.14"
"1194","ENSG00000274245.1"
"1195","ENSG00000236911.6"
"1196","ENSG00000117335.19"
"1197","ENSG00000203709.11"
"1198","ENSG00000174059.16"
"1199","ENSG00000117594.9"
"1200","ENSG00000009790.14"
"1201","ENSG00000117597.17"
"1202","ENSG00000143469.18"
"1203","ENSG00000203706.8"
"1204","ENSG00000054392.12"
"1205","ENSG00000279333.1"
"1206","ENSG00000117625.13"
"1207","ENSG00000082512.14"
"1208","ENSG00000153363.12"
"1209","ENSG00000170385.9"
"1210","ENSG00000117650.12"
"1211","ENSG00000231057.3"
"1212","ENSG00000123684.12"
"1213","ENSG00000229258.5"
"1214","ENSG00000143493.12"
"1215","ENSG00000229983.1"
"1216","ENSG00000226251.5"
"1217","ENSG00000230063.1"
"1218","ENSG00000065600.12"
"1219","ENSG00000117691.9"
"1220","ENSG00000162772.16"
"1221","ENSG00000123685.8"
"1222","ENSG00000117697.14"
"1223","ENSG00000203705.10"
"1224","ENSG00000162769.12"
"1225","ENSG00000174606.13"
"1226","ENSG00000136643.11"
"1227","ENSG00000230461.8"
"1228","ENSG00000117707.15"
"1229","ENSG00000143499.13"
"1230","ENSG00000117724.12"
"1231","ENSG00000042781.12"
"1232","ENSG00000092978.10"
"1233","ENSG00000162814.10"
"1234","ENSG00000067533.5"
"1235","ENSG00000232480.1"
"1236","ENSG00000092969.11"
"1237","ENSG00000281453.1"
"1238","ENSG00000228208.6"
"1239","ENSG00000225561.1"
"1240","ENSG00000228063.1"
"1241","ENSG00000143353.11"
"1242","ENSG00000277007.1"
"1243","ENSG00000228536.2"
"1244","ENSG00000215817.5"
"1245","ENSG00000136628.17"
"1246","ENSG00000162813.17"
"1247","ENSG00000118873.15"
"1248","ENSG00000222370.1"
"1249","ENSG00000162817.6"
"1250","ENSG00000136630.12"
"1251","ENSG00000234754.1"
"1252","ENSG00000227925.1"
"1253","ENSG00000238042.5"
"1254","ENSG00000236230.1"
"1255","ENSG00000226643.2"
"1256","ENSG00000276997.4"
"1257","ENSG00000154305.16"
"1258","ENSG00000272750.1"
"1259","ENSG00000162819.11"
"1260","ENSG00000228106.5"
"1261","ENSG00000278610.1"
"1262","ENSG00000236846.1"
"1263","ENSG00000203697.11"
"1264","ENSG00000162909.17"
"1265","ENSG00000143514.16"
"1266","ENSG00000278467.1"
"1267","ENSG00000143756.11"
"1268","ENSG00000143753.12"
"1269","ENSG00000143748.17"
"1270","ENSG00000143771.11"
"1271","ENSG00000162923.14"
"1272","ENSG00000143786.7"
"1273","ENSG00000229400.1"
"1274","ENSG00000185842.15"
"1275","ENSG00000143815.14"
"1276","ENSG00000282418.1"
"1277","ENSG00000154380.17"
"1278","ENSG00000227496.1"
"1279","ENSG00000242861.1"
"1280","ENSG00000196187.11"
"1281","ENSG00000243709.1"
"1282","ENSG00000255835.1"
"1283","ENSG00000143811.18"
"1284","ENSG00000143751.9"
"1285","ENSG00000272562.1"
"1286","ENSG00000163041.9"
"1287","ENSG00000182827.8"
"1288","ENSG00000183814.15"
"1289","ENSG00000143799.12"
"1290","ENSG00000143772.9"
"1291","ENSG00000143776.18"
"1292","ENSG00000181450.17"
"1293","ENSG00000143761.15"
"1294","ENSG00000143793.12"
"1295","ENSG00000143774.16"
"1296","ENSG00000270110.1"
"1297","ENSG00000181218.5"
"1298","ENSG00000196890.4"
"1299","ENSG00000168159.11"
"1300","ENSG00000177800.2"
"1301","ENSG00000168118.11"
"1302","ENSG00000213029.3"
"1303","ENSG00000237481.1"
"1304","ENSG00000154429.10"
"1305","ENSG00000226920.1"
"1306","ENSG00000223635.1"
"1307","ENSG00000135776.4"
"1308","ENSG00000143641.9"
"1309","ENSG00000232964.2"
"1310","ENSG00000244137.1"
"1311","ENSG00000135773.12"
"1312","ENSG00000119280.16"
"1313","ENSG00000223393.1"
"1314","ENSG00000143643.12"
"1315","ENSG00000235710.4"
"1316","ENSG00000116903.7"
"1317","ENSG00000135766.8"
"1318","ENSG00000233461.5"
"1319","ENSG00000116918.13"
"1320","ENSG00000270106.5"
"1321","ENSG00000162946.21"
"1322","ENSG00000226758.1"
"1323","ENSG00000236372.1"
"1324","ENSG00000236497.1"
"1325","ENSG00000231272.1"
"1326","ENSG00000236358.1"
"1327","ENSG00000168275.14"
"1328","ENSG00000059588.9"
"1329","ENSG00000272362.1"
"1330","ENSG00000228044.2"
"1331","ENSG00000282097.1"
"1332","ENSG00000279261.2"
"1333","ENSG00000238005.2"
"1334","ENSG00000173726.10"
"1335","ENSG00000207181.1"
"1336","ENSG00000188739.14"
"1337","ENSG00000152904.11"
"1338","ENSG00000116957.12"
"1339","ENSG00000143669.13"
"1340","ENSG00000229463.2"
"1341","ENSG00000237845.1"
"1342","ENSG00000116962.14"
"1343","ENSG00000077585.13"
"1344","ENSG00000086619.13"
"1345","ENSG00000116977.18"
"1346","ENSG00000116984.12"
"1347","ENSG00000198626.15"
"1348","ENSG00000237250.3"
"1349","ENSG00000116996.9"
"1350","ENSG00000182901.16"
"1351","ENSG00000091483.6"
"1352","ENSG00000054277.13"
"1353","ENSG00000203668.2"
"1354","ENSG00000162843.17"
"1355","ENSG00000272865.1"
"1356","ENSG00000224525.2"
"1357","ENSG00000143702.15"
"1358","ENSG00000054282.15"
"1359","ENSG00000117020.16"
"1360","ENSG00000236031.1"
"1361","ENSG00000179456.10"
"1362","ENSG00000279774.1"
"1363","ENSG00000240963.1"
"1364","ENSG00000035687.9"
"1365","ENSG00000179397.17"
"1366","ENSG00000121644.18"
"1367","ENSG00000203667.9"
"1368","ENSG00000153187.18"
"1369","ENSG00000273175.1"
"1370","ENSG00000272195.1"
"1371","ENSG00000203666.12"
"1372","ENSG00000185420.18"
"1373","ENSG00000162852.13"
"1374","ENSG00000260698.1"
"1375","ENSG00000143653.9"
"1376","ENSG00000260855.1"
"1377","ENSG00000227953.6"
"1378","ENSG00000153207.14"
"1379","ENSG00000188295.14"
"1380","ENSG00000232347.1"
"1381","ENSG00000177535.8"
"1382","ENSG00000169224.12"
"1383","ENSG00000162722.8"
"1384","ENSG00000238243.3"
"1385","ENSG00000177462.7"
"1386","ENSG00000177275.4"
"1387","ENSG00000197454.2"
"1388","ENSG00000200085.1"
"1389","ENSG00000203663.4"
"1390","ENSG00000200982.1"
"1391","ENSG00000198128.4"
"1392","ENSG00000196071.5"
"1393","ENSG00000162727.3"
"1394","ENSG00000198601.3"
"1395","ENSG00000228198.3"
"1396","ENSG00000171180.2"
"1397","ENSG00000177212.4"
"1398","ENSG00000177201.2"
"1399","ENSG00000188558.6"
"1400","ENSG00000183310.3"
"1401","ENSG00000177151.4"
"1402","ENSG00000175137.10"
"1403","ENSG00000171161.12"
"1404","ENSG00000171163.15"
"1405","ENSG00000035115.21"
"1406","ENSG00000143727.15"
"1407","ENSG00000277997.1"
"1408","ENSG00000233684.2"
"1409","ENSG00000151353.14"
"1410","ENSG00000231173.1"
"1411","ENSG00000234796.1"
"1412","ENSG00000115705.20"
"1413","ENSG00000225619.1"
"1414","ENSG00000234423.1"
"1415","ENSG00000226649.1"
"1416","ENSG00000224885.1"
"1417","ENSG00000171853.15"
"1418","ENSG00000182551.13"
"1419","ENSG00000235078.1"
"1420","ENSG00000242282.6"
"1421","ENSG00000171865.9"
"1422","ENSG00000171863.12"
"1423","ENSG00000151360.9"
"1424","ENSG00000237401.6"
"1425","ENSG00000231532.5"
"1426","ENSG00000230090.5"
"1427","ENSG00000232044.6"
"1428","ENSG00000236172.6"
"1429","ENSG00000134326.11"
"1430","ENSG00000134321.11"
"1431","ENSG00000151692.14"
"1432","ENSG00000229727.6"
"1433","ENSG00000235576.1"
"1434","ENSG00000226506.5"
"1435","ENSG00000231083.1"
"1436","ENSG00000235092.5"
"1437","ENSG00000115738.9"
"1438","ENSG00000134313.15"
"1439","ENSG00000143797.11"
"1440","ENSG00000151693.10"
"1441","ENSG00000119185.12"
"1442","ENSG00000119203.13"
"1443","ENSG00000134330.18"
"1444","ENSG00000151694.12"
"1445","ENSG00000134308.13"
"1446","ENSG00000243491.1"
"1447","ENSG00000134317.17"
"1448","ENSG00000260077.1"
"1449","ENSG00000171848.14"
"1450","ENSG00000284681.1"
"1451","ENSG00000163009.8"
"1452","ENSG00000115756.12"
"1453","ENSG00000115758.12"
"1454","ENSG00000257135.5"
"1455","ENSG00000217258.2"
"1456","ENSG00000115761.15"
"1457","ENSG00000234818.1"
"1458","ENSG00000143870.12"
"1459","ENSG00000232056.1"
"1460","ENSG00000162976.12"
"1461","ENSG00000134318.13"
"1462","ENSG00000230952.1"
"1463","ENSG00000239899.3"
"1464","ENSG00000224184.5"
"1465","ENSG00000071575.11"
"1466","ENSG00000225649.5"
"1467","ENSG00000230448.5"
"1468","ENSG00000151779.12"
"1469","ENSG00000079785.14"
"1470","ENSG00000231031.6"
"1471","ENSG00000223850.1"
"1472","ENSG00000233718.7"
"1473","ENSG00000232444.1"
"1474","ENSG00000224400.5"
"1475","ENSG00000279663.2"
"1476","ENSG00000197872.11"
"1477","ENSG00000163029.15"
"1478","ENSG00000178295.14"
"1479","ENSG00000151379.3"
"1480","ENSG00000237992.2"
"1481","ENSG00000228784.7"
"1482","ENSG00000183891.5"
"1483","ENSG00000143878.9"
"1484","ENSG00000118961.14"
"1485","ENSG00000084674.14"
"1486","ENSG00000231204.5"
"1487","ENSG00000228538.5"
"1488","ENSG00000232451.1"
"1489","ENSG00000223530.1"
"1490","ENSG00000235497.5"
"1491","ENSG00000119778.14"
"1492","ENSG00000173960.13"
"1493","ENSG00000205639.10"
"1494","ENSG00000119782.13"
"1495","ENSG00000115128.6"
"1496","ENSG00000219626.8"
"1497","ENSG00000276087.1"
"1498","ENSG00000223754.1"
"1499","ENSG00000084676.15"
"1500","ENSG00000184924.5"
"1501","ENSG00000138031.14"
"1502","ENSG00000115137.11"
"1503","ENSG00000224165.5"
"1504","ENSG00000084731.14"
"1505","ENSG00000084733.10"
"1506","ENSG00000084754.10"
"1507","ENSG00000138018.17"
"1508","ENSG00000205500.8"
"1509","ENSG00000119777.18"
"1510","ENSG00000084693.15"
"1511","ENSG00000228474.5"
"1512","ENSG00000084774.13"
"1513","ENSG00000115204.14"
"1514","ENSG00000115211.15"
"1515","ENSG00000115234.10"
"1516","ENSG00000115241.10"
"1517","ENSG00000138002.14"
"1518","ENSG00000221843.4"
"1519","ENSG00000243943.9"
"1520","ENSG00000259080.1"
"1521","ENSG00000176714.9"
"1522","ENSG00000198522.13"
"1523","ENSG00000163798.13"
"1524","ENSG00000158019.20"
"1525","ENSG00000229951.5"
"1526","ENSG00000075426.11"
"1527","ENSG00000270640.1"
"1528","ENSG00000213639.9"
"1529","ENSG00000163806.15"
"1530","ENSG00000163811.11"
"1531","ENSG00000265145.1"
"1532","ENSG00000115295.19"
"1533","ENSG00000233862.5"
"1534","ENSG00000119801.12"
"1535","ENSG00000213626.11"
"1536","ENSG00000172954.13"
"1537","ENSG00000162949.16"
"1538","ENSG00000214711.9"
"1539","ENSG00000013016.15"
"1540","ENSG00000162959.13"
"1541","ENSG00000162961.13"
"1542","ENSG00000021574.11"
"1543","ENSG00000152683.14"
"1544","ENSG00000091106.18"
"1545","ENSG00000119820.10"
"1546","ENSG00000115760.13"
"1547","ENSG00000276334.1"
"1548","ENSG00000276517.1"
"1549","ENSG00000279544.1"
"1550","ENSG00000018699.11"
"1551","ENSG00000230876.6"
"1552","ENSG00000236854.1"
"1553","ENSG00000049323.15"
"1554","ENSG00000228262.8"
"1555","ENSG00000272027.2"
"1556","ENSG00000171055.14"
"1557","ENSG00000279519.1"
"1558","ENSG00000115808.11"
"1559","ENSG00000008869.11"
"1560","ENSG00000152133.14"
"1561","ENSG00000055332.16"
"1562","ENSG00000218739.9"
"1563","ENSG00000115816.14"
"1564","ENSG00000272054.1"
"1565","ENSG00000003509.15"
"1566","ENSG00000115828.15"
"1567","ENSG00000163171.7"
"1568","ENSG00000237803.5"
"1569","ENSG00000115841.19"
"1570","ENSG00000235848.4"
"1571","ENSG00000138061.11"
"1572","ENSG00000143889.15"
"1573","ENSG00000143891.16"
"1574","ENSG00000115875.18"
"1575","ENSG00000152147.10"
"1576","ENSG00000188010.12"
"1577","ENSG00000214694.10"
"1578","ENSG00000115904.12"
"1579","ENSG00000229692.3"
"1580","ENSG00000205111.8"
"1581","ENSG00000011566.14"
"1582","ENSG00000231312.6"
"1583","ENSG00000138050.14"
"1584","ENSG00000227028.6"
"1585","ENSG00000183023.18"
"1586","ENSG00000214691.7"
"1587","ENSG00000234362.5"
"1588","ENSG00000205086.6"
"1589","ENSG00000115944.14"
"1590","ENSG00000057935.13"
"1591","ENSG00000224739.2"
"1592","ENSG00000152518.7"
"1593","ENSG00000115970.18"
"1594","ENSG00000138095.18"
"1595","ENSG00000138079.13"
"1596","ENSG00000205054.6"
"1597","ENSG00000068784.12"
"1598","ENSG00000116016.13"
"1599","ENSG00000119729.11"
"1600","ENSG00000250116.2"
"1601","ENSG00000151665.12"
"1602","ENSG00000119878.5"
"1603","ENSG00000260977.1"
"1604","ENSG00000222005.8"
"1605","ENSG00000180398.11"
"1606","ENSG00000068724.15"
"1607","ENSG00000239605.9"
"1608","ENSG00000273269.2"
"1609","ENSG00000225187.1"
"1610","ENSG00000143933.16"
"1611","ENSG00000234690.6"
"1612","ENSG00000095002.13"
"1613","ENSG00000138081.20"
"1614","ENSG00000230773.6"
"1615","ENSG00000170802.15"
"1616","ENSG00000243244.5"
"1617","ENSG00000068781.21"
"1618","ENSG00000242441.7"
"1619","ENSG00000138039.14"
"1620","ENSG00000282828.1"
"1621","ENSG00000115239.21"
"1622","ENSG00000270898.5"
"1623","ENSG00000143942.4"
"1624","ENSG00000068912.13"
"1625","ENSG00000119737.5"
"1626","ENSG00000170634.12"
"1627","ENSG00000177994.15"
"1628","ENSG00000115306.15"
"1629","ENSG00000228108.1"
"1630","ENSG00000238018.2"
"1631","ENSG00000214595.11"
"1632","ENSG00000115310.17"
"1633","ENSG00000162994.15"
"1634","ENSG00000143947.13"
"1635","ENSG00000085760.14"
"1636","ENSG00000115355.15"
"1637","ENSG00000163001.11"
"1638","ENSG00000138035.14"
"1639","ENSG00000272180.1"
"1640","ENSG00000028116.16"
"1641","ENSG00000115392.11"
"1642","ENSG00000233723.7"
"1643","ENSG00000222030.1"
"1644","ENSG00000228590.1"
"1645","ENSG00000223929.1"
"1646","ENSG00000119866.20"
"1647","ENSG00000228414.6"
"1648","ENSG00000162927.13"
"1649","ENSG00000162929.13"
"1650","ENSG00000274769.1"
"1651","ENSG00000212978.6"
"1652","ENSG00000237651.6"
"1653","ENSG00000173209.22"
"1654","ENSG00000115464.14"
"1655","ENSG00000270820.5"
"1656","ENSG00000082898.16"
"1657","ENSG00000115484.14"
"1658","ENSG00000173163.10"
"1659","ENSG00000228541.1"
"1660","ENSG00000186889.9"
"1661","ENSG00000115504.14"
"1662","ENSG00000143951.15"
"1663","ENSG00000279485.1"
"1664","ENSG00000014641.17"
"1665","ENSG00000169764.15"
"1666","ENSG00000143952.19"
"1667","ENSG00000197329.11"
"1668","ENSG00000238201.1"
"1669","ENSG00000223935.1"
"1670","ENSG00000119862.12"
"1671","ENSG00000223863.1"
"1672","ENSG00000260101.1"
"1673","ENSG00000119844.15"
"1674","ENSG00000233694.5"
"1675","ENSG00000226756.1"
