"","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensembl_gene_id","hgnc_symbol"
"56","ENSG00000284693.1",3.13008917755072,1.42711083142903,0.515357332982558,2.76916760487297,0.00561997164653747,0.0169589360741176,"ENSG00000284693","LINC02606"
"57","ENSG00000171612.6",7.06728601032752,0.580496715789264,0.245840317117238,2.36127549214165,0.0182121955726605,0.0461443831644376,"ENSG00000171612","SLC25A33"
"58","ENSG00000171608.15",118.173718200089,-0.412589240735178,0.136120632705197,-3.03105585491027,0.00243700161924767,0.00823972475845587,"ENSG00000171608","PIK3CD"
"59","ENSG00000171603.16",43.3423592644102,0.674945919150981,0.188517703363653,3.580278706499,0.000343227917874982,0.00144070539674721,"ENSG00000171603","CLSTN1"
"60","ENSG00000178585.14",48.8558787702676,0.462038338289466,0.139043749644221,3.32297093160757,0.000890641949445056,0.00337577334279343,"ENSG00000178585","CTNNBIP1"
"61","ENSG00000162441.11",147.27713934964,1.36989874356469,0.139083788482296,9.84944944707963,6.89204620589134e-23,1.71941091270516e-21,"ENSG00000162441","LZIC"
"62","ENSG00000162444.11",42.2610459567536,-2.01640880725878,0.158452041260783,-12.7256726465274,4.25792109936576e-37,2.60677251015469e-35,"ENSG00000162444","RBP7"
"63","ENSG00000054523.17",77.0137008897306,0.624801337995296,0.125363645919272,4.98391167083349,6.23115333965576e-07,4.15717478725555e-06,"ENSG00000054523","KIF1B"
"64","ENSG00000284735.1",1.12251390330387,1.32868364728805,0.569637812360186,2.33250605640609,0.019674084680783,0.0492155242939098,"ENSG00000284735",""
"65","ENSG00000142657.20",218.67960713293,0.842808206460104,0.156891502263569,5.37191749903849,7.79037521597036e-08,5.75872026982766e-07,"ENSG00000142657","PGD"
"66","ENSG00000160049.11",25.5197625039364,-0.460060949455073,0.129733079670614,-3.54621158013935,0.000390812288258112,0.0016181853290214,"ENSG00000160049","DFFA"
